Quantity,UnitPrice,InvoiceNo,StockCode,Description,InvoiceDate,CustomerID,Country,Sales
48,0.85,547517,22740,POLKADOT PEN,3/23/11 14:33,12395,Belgium,40.8
3,15.0,547517,POST,POSTAGE,3/23/11 14:33,12395,Belgium,45.0
1,16.95,547520,23009,I LOVE LONDON BABY GIFT SET,3/23/11 14:55,12564,France,16.95
2,16.95,547520,23007, SPACEBOY BABY GIFT SET,3/23/11 14:55,12564,France,33.9
2,7.95,547520,20750,RED RETROSPOT MINI CASES,3/23/11 14:55,12564,France,15.9
3,18.0,547520,POST,POSTAGE,3/23/11 14:55,12564,France,54.0
1,27.0,547566,POST,POSTAGE,3/24/11 9:42,12811,Portugal,27.0
24,1.45,547645,84988,SET OF 72 PINK HEART PAPER DOILIES,3/24/11 11:40,12676,Sweden,34.8
24,1.25,547645,22128,PARTY CONES CANDY ASSORTED,3/24/11 11:40,12676,Sweden,30.0
24,0.55,547645,21975,PACK OF 60 DINOSAUR CAKE CASES,3/24/11 11:40,12676,Sweden,13.200000000000001
1,40.0,547645,POST,POSTAGE,3/24/11 11:40,12676,Sweden,40.0
2,8.25,547659,23052,RECYCLED ACAPULCO MAT TURQUOISE,3/24/11 13:05,12434,Australia,16.5
2,8.25,547659,23053,RECYCLED ACAPULCO MAT PINK,3/24/11 13:05,12434,Australia,16.5
2,7.95,547659,20749,ASSORTED COLOUR MINI CASES,3/24/11 13:05,12434,Australia,15.9
2,7.95,547659,20750,RED RETROSPOT MINI CASES,3/24/11 13:05,12434,Australia,15.9
2,7.95,547659,48138,DOORMAT UNION FLAG,3/24/11 13:05,12434,Australia,15.9
2,8.25,547659,23051,RECYCLED ACAPULCO MAT BLUE,3/24/11 13:05,12434,Australia,16.5
24,0.42,547684,23000,TRAVEL CARD WALLET TRANSPORT,3/24/11 14:46,12408,Belgium,10.08
24,0.29,547684,22614,PACK OF 12 SPACEBOY TISSUES,3/24/11 14:46,12408,Belgium,6.959999999999999
3,16.95,547684,23008,DOLLY GIRL BABY GIFT SET,3/24/11 14:46,12408,Belgium,50.849999999999994
3,16.95,547684,23007, SPACEBOY BABY GIFT SET,3/24/11 14:46,12408,Belgium,50.849999999999994
5,15.0,547684,POST,POSTAGE,3/24/11 14:46,12408,Belgium,75.0
25,0.42,547703,16161P,WRAP ENGLISH ROSE ,3/24/11 17:10,12540,Spain,10.5
25,0.42,547703,23231,WRAP DOILEY DESIGN,3/24/11 17:10,12540,Spain,10.5
25,0.42,547703,22708,WRAP DOLLY GIRL,3/24/11 17:10,12540,Spain,10.5
25,0.42,547703,22985,"WRAP, BILLBOARD FONTS DESIGN",3/24/11 17:10,12540,Spain,10.5
36,0.21,547703,21829,DINOSAUR KEYRINGS ASSORTED,3/24/11 17:10,12540,Spain,7.56
24,0.55,547703,21212,PACK OF 72 RETROSPOT CAKE CASES,3/24/11 17:10,12540,Spain,13.200000000000001
8,12.75,547703,22423,REGENCY CAKESTAND 3 TIER,3/24/11 17:10,12540,Spain,102.0
10,10.95,547703,21843,RED RETROSPOT CAKE STAND,3/24/11 17:10,12540,Spain,109.5
8,9.95,547703,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,3/24/11 17:10,12540,Spain,79.6
40,1.69,547703,84879,ASSORTED COLOUR BIRD ORNAMENT,3/24/11 17:10,12540,Spain,67.6
24,1.65,547703,22077,6 RIBBONS RUSTIC CHARM,3/24/11 17:10,12540,Spain,39.599999999999994
8,28.0,547703,POST,POSTAGE,3/24/11 17:10,12540,Spain,224.0
2,10.95,547715,21843,RED RETROSPOT CAKE STAND,3/25/11 8:50,12520,Germany,21.9
2,12.75,547715,22423,REGENCY CAKESTAND 3 TIER,3/25/11 8:50,12520,Germany,25.5
2,9.95,547715,22221,CAKE STAND LOVEBIRD 2 TIER PINK,3/25/11 8:50,12520,Germany,19.9
2,18.0,547715,POST,POSTAGE,3/25/11 8:50,12520,Germany,36.0
24,0.65,547722,20973,12 PENCIL SMALL TUBE WOODLAND,3/25/11 10:19,12553,France,15.600000000000001
2,8.95,547722,21056,DOCTOR'S BAG SOFT TOY,3/25/11 10:19,12553,France,17.9
24,0.85,547722,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3/25/11 10:19,12553,France,20.4
48,0.29,547722,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,3/25/11 10:19,12553,France,13.919999999999998
3,18.0,547722,POST,POSTAGE,3/25/11 10:19,12553,France,54.0
2,8.5,547790,22168,ORGANISER WOOD ANTIQUE WHITE ,3/25/11 12:04,12545,Spain,17.0
24,0.55,547790,21213,PACK OF 72 SKULL CAKE CASES,3/25/11 12:04,12545,Spain,13.200000000000001
24,1.25,547790,21124,SET/10 BLUE POLKADOT PARTY CANDLES,3/25/11 12:04,12545,Spain,30.0
24,1.25,547790,21122,SET/10 PINK POLKADOT PARTY CANDLES,3/25/11 12:04,12545,Spain,30.0
2,9.95,547790,22221,CAKE STAND LOVEBIRD 2 TIER PINK,3/25/11 12:04,12545,Spain,19.9
1,12.75,547790,22423,REGENCY CAKESTAND 3 TIER,3/25/11 12:04,12545,Spain,12.75
3,28.0,547790,POST,POSTAGE,3/25/11 12:04,12545,Spain,84.0
36,1.65,547815,22554,PLASTERS IN TIN WOODLAND ANIMALS,3/25/11 14:19,13520,Switzerland,59.4
36,2.95,547815,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3/25/11 14:19,13520,Switzerland,106.2
36,1.65,547815,22556,PLASTERS IN TIN CIRCUS PARADE ,3/25/11 14:19,13520,Switzerland,59.4
24,1.65,547815,22551,PLASTERS IN TIN SPACEBOY,3/25/11 14:19,13520,Switzerland,39.599999999999994
1,40.0,547815,POST,POSTAGE,3/25/11 14:19,13520,Switzerland,40.0
120,1.85,547821,23159,SET OF 5 PANCAKE DAY MAGNETS,3/25/11 14:50,12621,Germany,222.0
120,1.85,547821,23154,SET OF 4 JAM JAR MAGNETS,3/25/11 14:50,12621,Germany,222.0
120,1.85,547821,23158,SET OF 5 LUCKY CAT MAGNETS ,3/25/11 14:50,12621,Germany,222.0
120,1.85,547821,23156,SET OF 5 MINI GROCERY MAGNETS,3/25/11 14:50,12621,Germany,222.0
4,18.0,547821,POST,POSTAGE,3/25/11 14:50,12621,Germany,72.0
72,1.06,547822,21232,STRAWBERRY CERAMIC TRINKET BOX,3/25/11 14:53,12668,Germany,76.32000000000001
1,10.95,547822,21843,RED RETROSPOT CAKE STAND,3/25/11 14:53,12668,Germany,10.95
24,4.25,547822,22649,STRAWBERRY FAIRY CAKE TEAPOT,3/25/11 14:53,12668,Germany,102.0
4,7.95,547822,48185,DOORMAT FAIRY CAKE,3/25/11 14:53,12668,Germany,31.8
24,1.25,547822,23078,ICE CREAM PEN LIP GLOSS ,3/25/11 14:53,12668,Germany,30.0
2,7.95,547822,20750,RED RETROSPOT MINI CASES,3/25/11 14:53,12668,Germany,15.9
2,9.95,547822,22221,CAKE STAND LOVEBIRD 2 TIER PINK,3/25/11 14:53,12668,Germany,19.9
2,8.5,547822,22215,CAKE STAND WHITE TWO TIER LACE,3/25/11 14:53,12668,Germany,17.0
36,0.83,547822,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,3/25/11 14:53,12668,Germany,29.88
16,18.0,547822,POST,POSTAGE,3/25/11 14:53,12668,Germany,288.0
36,1.25,547825,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3/25/11 15:01,12778,Netherlands,45.0
2,7.95,547825,48185,DOORMAT FAIRY CAKE,3/25/11 15:01,12778,Netherlands,15.9
1,14.95,547825,22605,WOODEN CROQUET GARDEN SET,3/25/11 15:01,12778,Netherlands,14.95
1,15.0,547825,POST,POSTAGE,3/25/11 15:01,12778,Netherlands,15.0
2,12.75,547863,22423,REGENCY CAKESTAND 3 TIER,3/27/11 13:07,12728,France,25.5
2,10.95,547863,21843,RED RETROSPOT CAKE STAND,3/27/11 13:07,12728,France,21.9
1,14.95,547863,22605,WOODEN CROQUET GARDEN SET,3/27/11 13:07,12728,France,14.95
24,0.55,547863,21212,PACK OF 72 RETROSPOT CAKE CASES,3/27/11 13:07,12728,France,13.200000000000001
2,18.0,547863,POST,POSTAGE,3/27/11 13:07,12728,France,36.0
2,8.5,547892,22191,IVORY DINER WALL CLOCK,3/28/11 10:15,12669,France,17.0
2,8.5,547892,22192,BLUE DINER WALL CLOCK,3/28/11 10:15,12669,France,17.0
2,8.5,547892,22193,RED DINER WALL CLOCK,3/28/11 10:15,12669,France,17.0
24,0.55,547892,22951,60 CAKE CASES DOLLY GIRL DESIGN,3/28/11 10:15,12669,France,13.200000000000001
24,0.55,547892,22417,PACK OF 60 SPACEBOY CAKE CASES,3/28/11 10:15,12669,France,13.200000000000001
24,0.29,547892,22616,PACK OF 12 LONDON TISSUES ,3/28/11 10:15,12669,France,6.959999999999999
24,0.29,547892,21981,PACK OF 12 WOODLAND TISSUES ,3/28/11 10:15,12669,France,6.959999999999999
24,0.29,547892,22614,PACK OF 12 SPACEBOY TISSUES,3/28/11 10:15,12669,France,6.959999999999999
24,0.29,547892,21983,PACK OF 12 BLUE PAISLEY TISSUES ,3/28/11 10:15,12669,France,6.959999999999999
24,0.29,547892,21980,PACK OF 12 RED RETROSPOT TISSUES ,3/28/11 10:15,12669,France,6.959999999999999
24,0.42,547892,22997,TRAVEL CARD WALLET UNION JACK,3/28/11 10:15,12669,France,10.08
24,0.42,547892,23006,TRAVEL CARD WALLET FLOWER MEADOW,3/28/11 10:15,12669,France,10.08
24,0.42,547892,23004,TRAVEL CARD WALLET PANTRY,3/28/11 10:15,12669,France,10.08
24,0.42,547892,23000,TRAVEL CARD WALLET TRANSPORT,3/28/11 10:15,12669,France,10.08
2,7.65,547892,22781,GUMBALL MAGAZINE RACK,3/28/11 10:15,12669,France,15.3
2,8.5,547892,22626,BLACK KITCHEN SCALES,3/28/11 10:15,12669,France,17.0
24,0.55,547892,21976,PACK OF 60 MUSHROOM CAKE CASES,3/28/11 10:15,12669,France,13.200000000000001
24,0.55,547892,21212,PACK OF 72 RETROSPOT CAKE CASES,3/28/11 10:15,12669,France,13.200000000000001
24,0.55,547892,84991,60 TEATIME FAIRY CAKE CASES,3/28/11 10:15,12669,France,13.200000000000001
24,0.55,547892,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3/28/11 10:15,12669,France,13.200000000000001
6,18.0,547892,POST,POSTAGE,3/28/11 10:15,12669,France,108.0
1,14.95,547897,22605,WOODEN CROQUET GARDEN SET,3/28/11 11:36,12792,Portugal,14.95
25,0.42,547897,22708,WRAP DOLLY GIRL,3/28/11 11:36,12792,Portugal,10.5
2,28.0,547897,POST,POSTAGE,3/28/11 11:36,12792,Portugal,56.0
30,0.85,547914,20719,WOODLAND CHARLOTTE BAG,3/28/11 12:35,12594,Italy,25.5
1,18.0,547914,POST,POSTAGE,3/28/11 12:35,12594,Italy,18.0
24,1.25,547925,22585,PACK OF 6 BIRDY GIFT TAGS,3/28/11 13:57,12481,Germany,30.0
24,0.42,547925,22999,TRAVEL CARD WALLET RETRO PETALS,3/28/11 13:57,12481,Germany,10.08
24,0.42,547925,23004,TRAVEL CARD WALLET PANTRY,3/28/11 13:57,12481,Germany,10.08
25,0.42,547925,23232,WRAP VINTAGE PETALS  DESIGN,3/28/11 13:57,12481,Germany,10.5
24,0.75,547925,15036,ASSORTED COLOURS SILK FAN,3/28/11 13:57,12481,Germany,18.0
24,0.42,547925,22534,MAGIC DRAWING SLATE SPACEBOY ,3/28/11 13:57,12481,Germany,10.08
24,0.42,547925,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3/28/11 13:57,12481,Germany,10.08
2,16.95,547925,22849,BREAD BIN DINER STYLE MINT,3/28/11 13:57,12481,Germany,33.9
24,1.45,547925,22961,JAM MAKING SET PRINTED,3/28/11 13:57,12481,Germany,34.8
24,0.85,547925,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3/28/11 13:57,12481,Germany,20.4
24,1.25,547925,22178,VICTORIAN GLASS HANGING T-LIGHT,3/28/11 13:57,12481,Germany,30.0
4,18.0,547925,POST,POSTAGE,3/28/11 13:57,12481,Germany,72.0
48,0.39,547926,21399,BLUE POLKADOT COFFEE MUG,3/28/11 13:59,12481,Germany,18.72
48,0.39,547926,21397,BLUE POLKADOT EGG CUP ,3/28/11 13:59,12481,Germany,18.72
48,0.19,547926,85094,CANDY SPOT EGG WARMER RABBIT,3/28/11 13:59,12481,Germany,9.120000000000001
48,0.39,547926,85093,CANDY SPOT EGG WARMER HARE,3/28/11 13:59,12481,Germany,18.72
24,0.55,547926,21976,PACK OF 60 MUSHROOM CAKE CASES,3/28/11 13:59,12481,Germany,13.200000000000001
4,14.95,547926,22849,BREAD BIN DINER STYLE MINT,3/28/11 13:59,12481,Germany,59.8
1,28.0,547931,POST,POSTAGE,3/28/11 14:01,12594,Italy,28.0
1,18.0,547934,POST,POSTAGE,3/28/11 14:07,12474,Germany,18.0
2,12.75,547934,22236,CAKE STAND 3 TIER MAGIC GARDEN,3/28/11 14:07,12474,Germany,25.5
150,1.45,547972,22383,LUNCH BAG SUKI DESIGN ,3/28/11 16:41,12557,Spain,217.5
150,1.45,547972,22384,LUNCH BAG PINK POLKADOT,3/28/11 16:41,12557,Spain,217.5
50,1.65,547972,20727,LUNCH BAG  BLACK SKULL.,3/28/11 16:41,12557,Spain,82.5
50,1.65,547972,20725,LUNCH BAG RED RETROSPOT,3/28/11 16:41,12557,Spain,82.5
150,1.45,547972,20728,LUNCH BAG CARS BLUE,3/28/11 16:41,12557,Spain,217.5
2,7.95,548212,48173C,DOORMAT BLACK FLOCK ,3/30/11 9:12,12456,Switzerland,15.9
2,7.95,548212,20685,DOORMAT RED RETROSPOT,3/30/11 9:12,12456,Switzerland,15.9
24,0.55,548212,22417,PACK OF 60 SPACEBOY CAKE CASES,3/30/11 9:12,12456,Switzerland,13.200000000000001
4,12.75,548212,22423,REGENCY CAKESTAND 3 TIER,3/30/11 9:12,12456,Switzerland,51.0
24,0.85,548212,22418,10 COLOUR SPACEBOY PEN,3/30/11 9:12,12456,Switzerland,20.4
36,0.65,548212,22492,MINI PAINT SET VINTAGE ,3/30/11 9:12,12456,Switzerland,23.400000000000002
24,0.42,548212,21918,SET 12 KIDS COLOUR  CHALK STICKS,3/30/11 9:12,12456,Switzerland,10.08
24,0.42,548212,22534,MAGIC DRAWING SLATE SPACEBOY ,3/30/11 9:12,12456,Switzerland,10.08
25,0.42,548212,22045,SPACEBOY GIFT WRAP,3/30/11 9:12,12456,Switzerland,10.5
4,8.25,548212,23049,RECYCLED ACAPULCO MAT RED,3/30/11 9:12,12456,Switzerland,33.0
6,8.25,548212,23052,RECYCLED ACAPULCO MAT TURQUOISE,3/30/11 9:12,12456,Switzerland,49.5
6,8.25,548212,23050,RECYCLED ACAPULCO MAT GREEN,3/30/11 9:12,12456,Switzerland,49.5
2,8.25,548212,23053,RECYCLED ACAPULCO MAT PINK,3/30/11 9:12,12456,Switzerland,16.5
4,8.25,548212,23051,RECYCLED ACAPULCO MAT BLUE,3/30/11 9:12,12456,Switzerland,33.0
4,8.25,548212,23054,RECYCLED ACAPULCO MAT LAVENDER,3/30/11 9:12,12456,Switzerland,33.0
25,0.42,548212,84692,BOX OF 24 COCKTAIL PARASOLS,3/30/11 9:12,12456,Switzerland,10.5
4,40.0,548212,POST,POSTAGE,3/30/11 9:12,12456,Switzerland,160.0
40,0.42,548320,22489,PACK OF 12 TRADITIONAL CRAYONS,3/30/11 12:54,12709,Germany,16.8
30,1.45,548320,21210,SET OF 72 RETROSPOT PAPER  DOILIES,3/30/11 12:54,12709,Germany,43.5
16,10.95,548320,22423,REGENCY CAKESTAND 3 TIER,3/30/11 12:54,12709,Germany,175.2
30,0.42,548320,21916,SET 12 RETRO WHITE CHALK STICKS,3/30/11 12:54,12709,Germany,12.6
36,2.1,548320,22467,GUMBALL COAT RACK,3/30/11 12:54,12709,Germany,75.60000000000001
2,18.0,548320,POST,POSTAGE,3/30/11 12:54,12709,Germany,36.0
48,0.39,548363,21395,BLUE POLKADOT BEAKER ,3/30/11 15:48,12428,Finland,18.72
48,0.39,548363,21399,BLUE POLKADOT COFFEE MUG,3/30/11 15:48,12428,Finland,18.72
48,0.39,548363,21394,RED POLKADOT BEAKER ,3/30/11 15:48,12428,Finland,18.72
48,0.39,548363,21398,RED POLKADOT COFFEE  MUG,3/30/11 15:48,12428,Finland,18.72
24,0.12,548363,21402,RED  EGG  SPOON,3/30/11 15:48,12428,Finland,2.88
24,0.12,548363,21403,BLUE EGG  SPOON,3/30/11 15:48,12428,Finland,2.88
24,0.83,548363,35809A,ENAMEL PINK TEA CONTAINER,3/30/11 15:48,12428,Finland,19.919999999999998
24,0.83,548363,35810A,ENAMEL PINK COFFEE CONTAINER,3/30/11 15:48,12428,Finland,19.919999999999998
48,0.79,548363,37342,POLKADOT COFFEE CUP & SAUCER PINK,3/30/11 15:48,12428,Finland,37.92
10,40.0,548363,POST,POSTAGE,3/30/11 15:48,12428,Finland,400.0
6,10.95,548409,21843,RED RETROSPOT CAKE STAND,3/31/11 10:27,12731,France,65.69999999999999
24,3.39,548409,22072,RED RETROSPOT TEA CUP AND SAUCER ,3/31/11 10:27,12731,France,81.36
36,2.55,548409,21844,RED RETROSPOT MUG,3/31/11 10:27,12731,France,91.8
24,3.25,548409,20682,RED RETROSPOT CHILDRENS UMBRELLA,3/31/11 10:27,12731,France,78.0
40,0.85,548409,10125,MINI FUNKY DESIGN TAPES,3/31/11 10:27,12731,France,34.0
16,10.95,548409,22423,REGENCY CAKESTAND 3 TIER,3/31/11 10:27,12731,France,175.2
24,2.1,548409,22745,POPPY'S PLAYHOUSE BEDROOM ,3/31/11 10:27,12731,France,50.400000000000006
24,2.1,548409,22746,POPPY'S PLAYHOUSE LIVINGROOM ,3/31/11 10:27,12731,France,50.400000000000006
24,2.1,548409,22748,POPPY'S PLAYHOUSE KITCHEN,3/31/11 10:27,12731,France,50.400000000000006
24,1.25,548409,21889,WOODEN BOX OF DOMINOES,3/31/11 10:27,12731,France,30.0
36,1.25,548409,21915,RED  HARMONICA IN BOX ,3/31/11 10:27,12731,France,45.0
36,1.25,548409,21914,BLUE HARMONICA IN BOX ,3/31/11 10:27,12731,France,45.0
36,1.45,548409,22549,PICTURE DOMINOES,3/31/11 10:27,12731,France,52.199999999999996
48,1.25,548409,22620,4 TRADITIONAL SPINNING TOPS,3/31/11 10:27,12731,France,60.0
48,1.65,548409,22553,PLASTERS IN TIN SKULLS,3/31/11 10:27,12731,France,79.19999999999999
144,0.65,548409,22492,MINI PAINT SET VINTAGE ,3/31/11 10:27,12731,France,93.60000000000001
24,2.55,548409,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3/31/11 10:27,12731,France,61.199999999999996
160,1.45,548409,84879,ASSORTED COLOUR BIRD ORNAMENT,3/31/11 10:27,12731,France,232.0
6,14.95,548410,23007, SPACEBOY BABY GIFT SET,3/31/11 10:29,12731,France,89.69999999999999
6,14.95,548410,23010,CIRCUS PARADE BABY GIFT SET,3/31/11 10:29,12731,France,89.69999999999999
60,1.95,548410,22992,REVOLVER WOODEN RULER ,3/31/11 10:29,12731,France,117.0
60,1.95,548410,22991,GIRAFFE WOODEN RULER,3/31/11 10:29,12731,France,117.0
36,2.1,548412,82482,WOODEN PICTURE FRAME WHITE FINISH,3/31/11 10:38,12601,Germany,75.60000000000001
1,18.0,548412,POST,POSTAGE,3/31/11 10:38,12601,Germany,18.0
24,0.85,548470,22321,BIRD DECORATION RED RETROSPOT,3/31/11 12:36,12782,Portugal,20.4
2,28.0,548470,POST,POSTAGE,3/31/11 12:36,12782,Portugal,56.0
3,12.75,548489,22423,REGENCY CAKESTAND 3 TIER,3/31/11 13:10,12619,Germany,38.25
10,8.5,548489,22215,CAKE STAND WHITE TWO TIER LACE,3/31/11 13:10,12619,Germany,85.0
4,9.95,548489,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,3/31/11 13:10,12619,Germany,39.8
3,10.95,548489,21843,RED RETROSPOT CAKE STAND,3/31/11 13:10,12619,Germany,32.849999999999994
24,0.42,548489,22893,MINI CAKE STAND T-LIGHT HOLDER,3/31/11 13:10,12619,Germany,10.08
1,8.5,548496,22941,CHRISTMAS LIGHTS 10 REINDEER,3/31/11 13:40,12678,France,8.5
120,0.29,548496,22616,PACK OF 12 LONDON TISSUES ,3/31/11 13:40,12678,France,34.8
96,1.45,548496,22555,PLASTERS IN TIN STRONGMAN,3/31/11 13:40,12678,France,139.2
96,1.45,548496,22551,PLASTERS IN TIN SPACEBOY,3/31/11 13:40,12678,France,139.2
96,1.45,548496,22556,PLASTERS IN TIN CIRCUS PARADE ,3/31/11 13:40,12678,France,139.2
96,1.45,548496,22554,PLASTERS IN TIN WOODLAND ANIMALS,3/31/11 13:40,12678,France,139.2
72,1.95,548496,22434,BALLOON PUMP WITH 10 BALLOONS,3/31/11 13:40,12678,France,140.4
72,0.65,548496,22492,MINI PAINT SET VINTAGE ,3/31/11 13:40,12678,France,46.800000000000004
24,0.85,548496,21725,SWEETIES  STICKERS,3/31/11 13:40,12678,France,20.4
24,0.85,548496,21724,PANDA AND BUNNIES STICKER SHEET,3/31/11 13:40,12678,France,20.4
24,0.85,548496,21723,ALPHABET HEARTS STICKER SHEET,3/31/11 13:40,12678,France,20.4
60,1.25,548496,22563,HAPPY STENCIL CRAFT,3/31/11 13:40,12678,France,75.0
60,1.25,548496,22562,MONSTERS STENCIL CRAFT,3/31/11 13:40,12678,France,75.0
200,1.79,548496,85099F,JUMBO BAG STRAWBERRY,3/31/11 13:40,12678,France,358.0
200,1.79,548496,22386,JUMBO BAG PINK POLKADOT,3/31/11 13:40,12678,France,358.0
96,0.64,548496,21094,SET/6 RED SPOTTY PAPER PLATES,3/31/11 13:40,12678,France,61.44
108,0.65,548496,21086,SET/6 RED SPOTTY PAPER CUPS,3/31/11 13:40,12678,France,70.2
96,0.72,548496,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3/31/11 13:40,12678,France,69.12
96,0.72,548496,22963,JAM JAR WITH GREEN LID,3/31/11 13:40,12678,France,69.12
96,0.72,548496,22962,JAM JAR WITH PINK LID,3/31/11 13:40,12678,France,69.12
48,1.45,548496,22961,JAM MAKING SET PRINTED,3/31/11 13:40,12678,France,69.6
96,2.1,548496,84375,SET OF 20 KIDS COOKIE CUTTERS,3/31/11 13:40,12678,France,201.60000000000002
100,2.75,548496,22989,SET 2 PANTRY DESIGN TEA TOWELS,3/31/11 13:40,12678,France,275.0
72,3.25,548496,22900, SET 2 TEA TOWELS I LOVE LONDON ,3/31/11 13:40,12678,France,234.0
36,2.55,548496,22937,BAKING MOULD CHOCOLATE CUPCAKES,3/31/11 13:40,12678,France,91.8
72,0.85,548496,22133,PINK LOVE HEART SHAPE CUP,3/31/11 13:40,12678,France,61.199999999999996
72,0.85,548496,22132,RED LOVE HEART SHAPE CUP,3/31/11 13:40,12678,France,61.199999999999996
4,14.95,548496,22846,BREAD BIN DINER STYLE RED ,3/31/11 13:40,12678,France,59.8
25,0.42,548553,23231,WRAP DOILEY DESIGN,4/1/11 9:19,12523,France,10.5
120,0.85,548606,10002,INFLATABLE POLITICAL GLOBE ,4/1/11 11:10,12731,France,102.0
60,1.25,548606,22398,MAGNETS PACK OF 4 SWALLOWS,4/1/11 11:10,12731,France,75.0
60,1.25,548606,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,4/1/11 11:10,12731,France,75.0
24,1.25,548654,21232,STRAWBERRY CERAMIC TRINKET BOX,4/1/11 13:47,12569,Germany,30.0
7,18.0,548654,POST,POSTAGE,4/1/11 13:47,12569,Germany,126.0
1,134.0,548725,POST,POSTAGE,4/4/11 9:08,12678,France,134.0
48,1.25,548737,23076,ICE CREAM SUNDAE LIP GLOSS,4/4/11 11:18,12682,France,60.0
4,7.95,548737,20749,ASSORTED COLOUR MINI CASES,4/4/11 11:18,12682,France,31.8
24,0.55,548737,21212,PACK OF 72 RETROSPOT CAKE CASES,4/4/11 11:18,12682,France,13.200000000000001
2,8.25,548737,23050,RECYCLED ACAPULCO MAT GREEN,4/4/11 11:18,12682,France,16.5
24,1.25,548737,21121,SET/10 RED POLKADOT PARTY CANDLES,4/4/11 11:18,12682,France,30.0
4,18.0,548737,POST,POSTAGE,4/4/11 11:18,12682,France,72.0
4,9.95,548745,22968,ROSE COTTAGE KEEPSAKE BOX ,4/4/11 12:10,12471,Germany,39.8
48,0.85,548745,22741,FUNKY DIVA PEN,4/4/11 12:10,12471,Germany,40.8
3,18.0,548745,POST,POSTAGE,4/4/11 12:10,12471,Germany,54.0
24,1.25,548745,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,4/4/11 12:10,12471,Germany,30.0
24,1.25,548745,23078,ICE CREAM PEN LIP GLOSS ,4/4/11 12:10,12471,Germany,30.0
24,1.25,548745,23076,ICE CREAM SUNDAE LIP GLOSS,4/4/11 12:10,12471,Germany,30.0
2,8.25,548745,23051,RECYCLED ACAPULCO MAT BLUE,4/4/11 12:10,12471,Germany,16.5
24,2.08,548745,23158,SET OF 5 LUCKY CAT MAGNETS ,4/4/11 12:10,12471,Germany,49.92
40,1.25,548746,23077,DOUGHNUT LIP GLOSS ,4/4/11 12:11,12471,Germany,50.0
1,162.6,548813,M,Manual,4/4/11 13:03,12744,Singapore,162.6
1,2382.92,548813,M,Manual,4/4/11 13:03,12744,Singapore,2382.92
1,239.3,548813,M,Manual,4/4/11 13:03,12744,Singapore,239.3
1,1252.95,548813,M,Manual,4/4/11 13:03,12744,Singapore,1252.95
1,2053.07,548820,M,Manual,4/4/11 13:04,12744,Singapore,2053.07
24,1.25,548909,22254,FELT TOADSTOOL LARGE,4/5/11 8:43,12779,Poland,30.0
24,0.85,548909,22255,FELT TOADSTOOL  SMALL,4/5/11 8:43,12779,Poland,20.4
24,0.85,548909,22264,FELT FARM ANIMAL WHITE BUNNY ,4/5/11 8:43,12779,Poland,20.4
24,0.85,548909,22321,BIRD DECORATION RED RETROSPOT,4/5/11 8:43,12779,Poland,20.4
24,0.85,548909,22322,BIRD DECORATION GREEN POLKADOT,4/5/11 8:43,12779,Poland,20.4
72,1.06,548909,21232,STRAWBERRY CERAMIC TRINKET BOX,4/5/11 8:43,12779,Poland,76.32000000000001
24,1.49,548909,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,4/5/11 8:43,12779,Poland,35.76
48,1.25,548909,37448,CERAMIC CAKE DESIGN SPOTTED MUG,4/5/11 8:43,12779,Poland,60.0
2,9.95,548909,37449,CERAMIC CAKE STAND + HANGING CAKES,4/5/11 8:43,12779,Poland,19.9
24,1.49,548909,22059,CERAMIC STRAWBERRY DESIGN MUG,4/5/11 8:43,12779,Poland,35.76
4,9.95,548909,22061,LARGE CAKE STAND  HANGING STRAWBERY,4/5/11 8:43,12779,Poland,39.8
24,1.65,548909,22195,LARGE HEART MEASURING SPOONS,4/5/11 8:43,12779,Poland,39.599999999999994
4,8.5,548909,22844,VINTAGE CREAM DOG FOOD CONTAINER,4/5/11 8:43,12779,Poland,34.0
2,7.95,548909,22690,DOORMAT HOME SWEET HOME BLUE ,4/5/11 8:43,12779,Poland,15.9
1,1136.3,548913,M,Manual,4/5/11 9:45,12669,France,1136.3
80,1.25,548955,23077,DOUGHNUT LIP GLOSS ,4/5/11 10:47,12348,Finland,100.0
96,1.25,548955,23078,ICE CREAM PEN LIP GLOSS ,4/5/11 10:47,12348,Finland,120.0
72,1.25,548955,23076,ICE CREAM SUNDAE LIP GLOSS,4/5/11 10:47,12348,Finland,90.0
1,40.0,548955,POST,POSTAGE,4/5/11 10:47,12348,Finland,40.0
30,6.75,548968,48138,DOORMAT UNION FLAG,4/5/11 10:58,12744,Singapore,202.5
